,service_name,api_name,timestamp,duration,traceId
8642,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:18:54,22.438000,a78e714231145e1e
4471,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:18:54,48.22000,2d4289a35461fa21
3419,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:18:54,24.521000,0fba1ee213d0e8b8
3416,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:18:55,33.336000,fb4f09dc34cdf0ea
92,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal/observed-at,2023-06-24T00:18:55,1.646000,2de842fc448b738e
4476,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:18:55,20.455000,d4d66365b0f7b564
3417,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:18:55,53.763000,0733ad96c3a7c41e
4478,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:18:56,25.290000,9f2d2149a30acec5
7218,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:18:56,45.305000,b09b4e6e6c605e88
3420,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:18:56,25.10000,765f96d48b18faec
4477,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal/observed-at,2023-06-24T00:18:56,1.667000,93946b4ec215b201
3421,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:18:57,8.805000,4f7da26a2a5ad89d
7219,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal/observed-at,2023-06-24T00:18:57,1.653000,c8d954023c8b5cb0
4479,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:18:57,28.406000,8eee32a836ed3e64
93,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:18:57,22.944000,71b3f8acbc48b63c
3492,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:18:58,25.214000,c5f421ea0902e3b1
7214,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:18:58,38.2000,7593b33af0c01dd0
91,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal/observed-at,2023-06-24T00:18:58,1.734000,fa19a22de1b3542f
8639,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:18:58,16.594000,31818cd7cbf55036
7211,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:18:59,52.375000,d034a09405edefc8
90,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:18:59,22.120000,50a24953b3d2ef44
3493,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal/observed-at,2023-06-24T00:18:59,1.447000,7ffcfe9949dd5915
8637,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:18:59,4.598000,4736e0a15afcd3b3
3498,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal/observed-at,2023-06-24T00:19:00,1.689000,e85e7bbf2c1c497b
4480,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:19:00,24.742000,03504a1a14136a00
8638,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:19:00,58.302000,225255cbee81880e
8640,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:19:00,30.794000,8136f64ba725f064
3499,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:19:01,25.938000,0b353337811d5535
30,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal/observed-at,2023-06-24T00:19:01,1.816000,1a74c627c4c23638
8641,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:19:01,18.458000,dc8ae1e398a6d9a7
7215,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:19:01,56.224000,2da3c4f319a4ff03
7212,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:19:02,24.739000,def9509b8cf45e81
7213,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal/observed-at,2023-06-24T00:19:02,1.677000,59b657475addff53
3497,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:19:02,59.894000,8cf95f6b01a3bc48
3494,databroker-service,get /ndxpro/v1/broker/entities/iot/temporal,2023-06-24T00:19:02,23.910000,24e5e89c5208e61e
